2004-03-01 00:00:00,3.861611
2004-03-01 00:05:00,3.095592
2004-03-01 00:10:00,3.189803
2004-03-01 00:15:00,2.676264
2004-03-01 00:20:00,3.154205
2004-03-01 00:25:00,3.967435
2004-03-01 00:30:00,13.946888
2004-03-01 00:35:00,3.704443
2004-03-01 00:40:00,4.107104
2004-03-01 00:45:00,3.329512
2004-03-01 00:50:00,2.710405
2004-03-01 00:55:00,2.896731
2004-03-01 01:00:00,3.814917
2004-03-01 01:05:00,3.451597
2004-03-01 01:10:00,3.891957
2004-03-01 01:15:00,3.680413
2004-03-01 01:20:00,4.053736
2004-03-01 01:25:00,2.497704
2004-03-01 01:30:00,13.641571
2004-03-01 01:35:00,3.525979
2004-03-01 01:40:00,4.846605
2004-03-01 01:45:00,3.922523
2004-03-01 01:50:00,4.972
2004-03-01 01:55:00,6.026144
2004-03-01 02:00:00,6.300243
2004-03-01 02:05:00,6.201099
2004-03-01 02:10:00,4.654069
2004-03-01 02:15:00,4.492579
2004-03-01 02:20:00,4.711637
2004-03-01 02:25:00,4.633891
2004-03-01 02:30:00,14.568184
2004-03-01 02:35:00,3.8196
2004-03-01 02:40:00,2.096821
2004-03-01 02:45:00,2.103883
2004-03-01 02:50:00,2.145987
2004-03-01 02:55:00,2.311288
2004-03-01 03:00:00,2.468336
2004-03-01 03:05:00,2.395035
2004-03-01 03:10:00,2.294048
2004-03-01 03:15:00,2.509208
2004-03-01 03:20:00,2.54056
2004-03-01 03:25:00,2.022744
2004-03-01 03:30:00,12.220256
2004-03-01 03:35:00,3.224749
2004-03-01 03:40:00,2.167347
2004-03-01 03:45:00,2.249411
2004-03-01 03:50:00,1.746115
2004-03-01 03:55:00,2.538725
2004-03-01 04:00:00,2.369256
2004-03-01 04:05:00,1.701448
2004-03-01 04:10:00,1.543936
2004-03-01 04:15:00,1.875323
2004-03-01 04:20:00,1.962157
2004-03-01 04:25:00,1.805429
2004-03-01 04:30:00,11.595848
2004-03-01 04:35:00,2.113523
2004-03-01 04:40:00,2.079293
2004-03-01 04:45:00,1.936232
2004-03-01 04:50:00,2.3804
2004-03-01 04:55:00,2.653629
2004-03-01 05:00:00,2.301379
2004-03-01 05:05:00,2.466987
2004-03-01 05:10:00,2.111963
